day,type,title,author,abstract
Wed 14:45-16:30,Short talk,edgeR v4 with expanded functionality and improved support for small counts and larger datasets,"Lizhong Chen,Yunshun Chen,Gordon Smyth","edgeR is an R/Bioconductor software package for differential analyses of sequencing data in the form of read counts for genes or genomic features. Over the past 15 years, edgeR has been a popular choice for statistical analysis of data from sequencing technologies such as RNA-seq or ChIP-seq. This year, we announce edgeR version 4 with expanded functionality and improved support for small counts and larger datasets.  We introduce a new quasi-likelihood (QL) method in edgeR 4.0.0, using the adjusted deviance statistics to yield very nearly unbiased quasi-dispersion estimators even for fitted values close to zero. We only estimate a constant NB-dispersion from the most highly expressed genes which is fast even for larger dataset. We update the empirical Bayes hyperparameter estimation in edgeR 4.4.0, to give improved performance when the residual degree of freedom are unequal and possibly small. Recently we introduce a new diffSplice method for alternative splicing analysis in edgeR 4.6.0.  With those expanded functionality, we can apply edgeR to single-cell RNA-seq data analysis. For example, we can identify the highly variable genes using the goodness-of-fit test for one sample or multiple samples. We can also find the marker genes for the cell clusters using one vs the average of others approach instead of pseudo-bulk approach which only works for more than two samples. Besides, the new diffSplice method is designed for alternative splicing by differential transcript usage or differential exon usage analysis.  We are continuing to work on the edgeR project to expand the functionality and introduce new statistical methods, such as testing relative to a fold-change threshold, introducing the sample weights to account for the variations in sample quality and so on in the future."
Wed 14:45-16:30,Short talk,Transcription factor activity estimation via probabilistic gene expression deconvolution,"Koen Van den Berge,Peter Bickel,Sandrine Dudoit","Gene expression is the primary modality being studied to differentiate between biological cells. Contemporary single-cell studies simultaneously measure genome-wide transcription levels for thousands of individual cells in a single experiment. While the characterization of cell population differences has often occurred through differential expression analysis, tiny effect sizes become statistically significant when thousands of cells are available for each population, compromising biological interpretation. Moreover, these large studies have spurred the development of methods to infer gene regulatory networks (GRNs) directly from the data, and GRN databases are becoming more comprehensive.          In this work, we propose a statistical model for gene expression measures and an inference method that leverage GRNs to deconvolve transcription factor (TF) activity from gene expression, by probabilistically assigning mRNA molecules to TFs. This shifts the paradigm from investigating gene expression differences to regulatory differences at the level of TF activity, aiding interpretation and allowing prioritization of a limited number of TFs responsible for significant contributions to the observed gene expression differences. The inferred TF activities result in intuitive prioritization of TFs in terms of the (difference in) estimated number of molecules they produce, in contrast to other widely-used methods relying on arbitrary enrichment scores. Our model allows the incorporation of prior information on the regulatory potential between each TF and target gene through prior distributions, and is able to deal with both repressing and activating interactions. We compare our approach to other TF activity estimation methods using simulation experiments and case studies."
Wed 14:45-16:30,Short talk,A Computational Approach to Characterize Tumour Cells via Integrated CNV Metrics from scRNAseq Data,"Nicolò Gnoato,Laura Masatti,Stefania Pirrotta,Paolo Martini,Chiara Romualdi,Enrica Calura","Cancer is a complex pathological condition that originates from the accumulation of genetic mutations, which can manifest as both point mutations in single nucleotides and structural modifications of the genome, such as copy number variations (CNVs). Evidence has demonstrated that CNVs significantly alter gene expression levels, disrupting normal cellular mechanisms and promoting uncontrolled cell proliferation. Tumour formation, resulting from this abnormal growth, ultimately damages surrounding tissues and impairs physiological functions. Therefore, characterising CNVs is crucial for investigating the mechanisms underlying tumorigenesis and tumour progression. Currently, cell classification largely relies on marker genes, an approach limited by marker selection biases and methodological efficiency, particularly in cancer cell detection. To overcome these limitations, we are developing a R package aimed at effectively stratifying normal and tumour cells using their CNV profiles inferred from single-cell RNA sequencing data (scRNAseq). Our approach integrates several metrics, including copy number burden (CNB), ploidy, CNV signature features, and homologous recombination deficiency (HRD), to robustly identify tumour cells. Given the known instability of cancer genomes, our strategy calculates CNV-based scores across the entire transcriptome and within specific genomic regions known to be associated with distinct tumour subtypes. This scoring enhances classification accuracy, providing greater confidence in distinguishing tumour from non-tumour cells. Ultimately, our methodology offers a refined approach to cancer cell identification and characterization through comprehensive CNV analysis, potentially advancing our understanding of tumour biology and informing therapeutic strategies."
Wed 14:45-16:30,Short talk,Integration of multi-omics data with topological pathway analysis tool: case studies with MOSClip,"Anna C E De Lima Tanada,Anna Bortolato,Stefania Pirrotta,Ilaria Billato,Federico Agostinis,Chiara Romualdi,Paolo Martini,Enrica Calura","Singular and individual gene approaches became obsolete with the emergence of omics technologies. For example, omics-focused studies of biological processes can paint a more holistic picture of complex diseases, such as cancer or neurodegenerative diseases. From this perspective, we developed our R package MOSClip, which was recently added to BioConductor. MOSClip integrates multiple omics by implementing graph theory methods for topological analysis of biological pathways. It performs dimensionality reduction, which can be done at two levels: whole pathways or decomposition of pathways into modules. Then, MOSClip can either evaluate the impact of each pathway and omic on patients’ prognosis through survival analysis, or operate a two-class analysis. Additionally, MOSClip offers multiple graphical tools to aid in the visualization of the results.  The last released version of our R package supports bulk RNA-sequencing, methylation, mutation, and copy number variation data. A new addition to MOSClip is the support for ATAC-seq data, and we are further developing it to accept single-cell data. To illustrate and confirm the utilities and performance of this package, we conducted multiple case studies using multi-omics data from different complex diseases. Specifically, we focused on the new functionalities of MOSClip, including the two-class analysis. MOSClip is a valuable tool for its ability to give powerful insights into complex diseases that could pass undetected otherwise. This is achieved thanks to the topological analysis and the built-in MOSClip graph functions, allowing quick and intuitive interpretation of the results. In summary, we showed that MOSClip can extract powerful information from complex and intricate data from omics integration, demonstrating its importance for researching several diseases."
Wed 14:45-16:30,Short talk,Rega - R Interface for Metadata Submission to European Genome-Phenome Archive,"Igor Cervenka,Robert Ivanek","The European Genome-phenome Archive (EGA) is offers secure, long-term storage and controlled access to personally identifiable genetic and phenotypic datasets. While the EGA’s website enables data submission, manual entry is error-prone and time-consuming for larger datasets. Crafting and validating the complex metadata payloads needed for dataset deposition remains a persistent bottleneck for many laboratories. We present Rega, an open-source R package that leverages API provided by EGA, enabling programmatic interaction. Rega simplifies and systematizes metadata submission by coupling an intuitive, GEO-style Excel template with a robust, extensible R interface that: Transforms—converts user-filled spreadsheets or in-memory R data frames into EGA-compliant JSON payloads. Validates—performs schema-aware checks on samples, experiments, datasets and analyses, flagging structural or semantic errors before transmission. Uploads—leverages the EGA REST API with built-in retries and granular progress reporting, delivering reduction in submission time compared to manual web-form entry. By abstracting away low-level API intricacies and unifying metadata management in a familiar spreadsheet-to-R paradigm, Rega lowers the barrier to data sharing, enhances reproducibility and encourages timely deposition of sensitive genomic resources.  Rega is released under the Artistic license and is hosted on GitHub, with comprehensive vignettes."
Thu 9:30-10:15,Short talk,Efficient representation and analysis of single molecule footprinting data with footprintR,"Charlotte Soneson,Panagiotis Papasaikas,Lisa Baumgartner,Hervé Pagès,Dirk Schübeler,Sébastien Smallwood,Michael B Stadler","Single molecule footprinting is an increasingly used assay to study gene regulation and chromatin biology using enzymatic modification of accessible DNA, followed by detection of modifications by sequencing. The resulting data provides genome-wide, rich measurements of accessibility and DNA modifications at near-base pair resolution and relatively low cost. However, the representation of such data is not yet standardised and only few tools have been specifically developed to handle it. Here we present footprintR, a new R package that provides a framework for representing and analysing single molecule footprinting data. Read-level and summarized data can be imported from standard file types and are stored together in a single SummarizedExperiment container, using the newly developed NaMatrix from the SparseArray Bioconductor package for efficient representation and computation. We apply footprintR to genome-wide 6mA and 5mC footprinting data obtained using nanopore long read sequencing and illustrate how it can be used to address various biological questions, including footprint scoring, nucleosome placement and measurement of nucleosome spacing, as well as detection of differentially methylated or accessible regions. footprintR also contains flexible and powerful visualisation functionalities. Single molecule footprinting is becoming a more and more important part of the epigenetics and gene regulation research toolbox. We hope that footprintR with its efficient data representation and analysis functions will facilitate the analysis of such data for R users."
Thu 9:30-10:15,Short talk,decemedip: hierarchical Bayesian modeling for cell type deconvolution of immunoprecipitation-based DNA methylomes,"Ning Shen,Keegan Korthauer,Ze Zhang,Sylvan Baca","MeDIP-seq is an enrichment-based DNA methylation profiling technique that measures the abundance of methylated DNA. While this technique offers efficiency advantages over direct methylation profiling, it does not provide absolute quantification of DNA methylation necessary for cell type deconvolution. We introduce decemedip, a Bayesian hierarchical model for cell type deconvolution of methylated sequencing data that leverages reference atlases derived from direct methylation profiling. We demonstrate its accuracy and robustness through simulation studies and validation on cross-platform measurements, and highlight its utility in identifying tissue-specific and cancer-associated methylation signatures using MeDIP-seq profiling of patient-derived xenografts and cell-free DNA. decemedip is available at \url{https://github.com/nshen7/decemedip}."
Thu 9:30-10:15,Short talk,Bias Correction and Differential Motif Accessibility in ATAC-seq Data,"Jiayi Wang,Emanuel Sonder,Mark Robinson,Pierre-Luc Germain","The Assay for Transposase-Accessible Chromatin using sequencing (ATAC-seq) has become widely adopted for assessing chromatin accessibility due to its speed, simplicity, and low input requirements. These advantages make ATAC-seq particularly well-suited for identifying transcription factors (TFs) that mediate regulatory changes between cell types or states. However, technical biases inherent to ATAC-seq data can complicate downstream analyses, especially the accurate identification of differentially active TFs. A recent benchmarking study identified a variation of $chromVAR$ as the preferred method for this task, but we observed that it suffers from an incomplete and computationally intensive bias correction strategy and overlooks the footprint characteristics of TF binding. To address these limitations, we developed two alternative approaches: the weighted and insertion models.   The weighted model corrects GC-content and fragment length biases in ATAC-seq data by assigning weights to fragments, followed by cyclic loess normalization to calculate peak weights for enrichment bias correction. The resulting unbiased peak accessibility matrix is then used for differential motif accessibility analysis with $limma$-$voom$. Unlike $chromVAR$, which generates motif-level scores, the unbiased peak-level accessibility count matrix produced by the weighted model enables broader downstream analyses, such as peak-level differential accessibility analysis and bias-corrected coverage profiles for visualization. We therefore envision that the weighted model will have broader applicability to bulk epigenetic data, providing unbiased information for a variety of downstream analyses at multiple levels.  The insertion model enhances differential motif accessibility analysis by incorporating Tn5 footprint patterns around motif sites, assigning weighted insertion scores per motif match. Bias correction is performed using $chromVAR$-like background peaks, and differential motif accessibility is assessed using z-scores and $limma$.  Each of these two models offers enhanced statistical performance, with the weighted model effectively correcting various technical biases. As a future direction, we aim to integrate the weighted and insertion models into a unified framework that leverages both fragment-level bias correction and motif-specific footprint signals for more robust differential motif accessibility analysis."
Thu 11:00-12:30,Short talk,Empowering Bioinformatics in Africa through Bioconductor: Expanding Training and Community Engagement,"Maria Doyle,Umar Ahmad,Zedias Chikwambi,Aedin C Culhane,Laurent Gatto,Kozo Nishida,Charlotte Soneson,Trushar Shah","For over 20 years, Bioconductor (https://bioconductor.org/) has provided an open-source ecosystem for reproducible genomic data analysis, supporting over 2,000 R-based packages with 1M+ annual unique downloads worldwide. However, access to bioinformatics training remains a challenge in Africa, limiting the adoption of these tools. To bridge this gap, Bioconductor is expanding its training initiatives and community collaborations across the continent.  Through the Bioconductor Carpentry program, we have trained 31 instructors in the last two years, developed structured training materials on R/Bioconductor, RNA-seq and single-cell analysis, and delivered 28+ workshops globally. To address the growing demand for in-person training, we have partnered with local bioinformatics leaders to deliver on-site workshops in East and West Africa.  In March 2025, we held a highly successful week-long workshop in Nairobi, Kenya, in collaboration with the International Institute of Tropical Agriculture (IITA) and international experts. The course provided hands-on training in genomic data analysis and RNA-seq workflows, enabling participants to apply Bioconductor tools to their own datasets. More details: training.bioconductor.org/workshops/2025-03-Nairobi . We plan to run a similar course in West Africa in late 2025 / early 2026.  We aim to connect with and support the African bioinformatics community by: - Expanding instructor networks to increase local training capacity. - Identifying needs and gaps in bioinformatics training and tools to ensure our initiatives are needs-based. - Developing region-specific curricula for One Health research, including pathogen and agricultural genomics. - Collaborating with African bioinformatics institutions to scale training opportunities. - Providing opportunities to get involved in developing training materials in local languages.  This presentation will highlight progress to date, lessons learned, and future opportunities, inviting researchers and educators from around the world to join Bioconductor’s growing global community and contribute to bioinformatics education."
Thu 11:00-12:30,Short talk,Advancing spatial biology analysis across programming languages,"Luca Marconato,Giovanni Palla,Wouter-Michiel Vierdag,Tim Treis,Sonja Stockhaus,Kevin Yamauchi,Helena Lucia Crowell,Artür Manukyan,Vincent James Carey,Louise Deconinck,Yixing Dong,Dario Righelli,Sinem Saka,Josh Moore,Fabian J Theis,Oliver Stegle","The rapid growth and increasing diversity of spatial profiling technologies, combined with the demand for accelerated innovation cycles, have created a fragmented landscape characterized by incompatible file formats and isolated analysis methods. This fragmentation significantly hinders scientific reproducibility. To address these challenges, scverse, in collaboration with napari and researchers from the Open Microscopy Environment (OME), developed the SpatialData framework. This framework provides a language-agnostic, standardized storage format derived from the OME-Zarr format and OME-NGFF specification, specifically designed to maximize interoperability for spatial omics. Additionally, the SpatialData framework includes a suite of Python libraries tailored for high-performance processing and flexible visualization of spatial omics data. SpatialData aims to ease interoperability of analysis and visualization tools via its standardized storage format.  In this talk, I will share recent developments of the SpatialData framework, emphasizing efforts aimed at extending interoperability beyond Python. I will present preliminary results from ongoing collaborations with the Bioconductor, and bioimaging (napari, OME) communities, highlighting key challenges, implemented solutions, and our vision for fully interoperable, cross-language analyses of spatial omics data. These efforts aim to leverage the unique strengths of each programming language and their respective analysis communities.  Furthermore, I will stress the critical importance of adopting open, reusable standards to mitigate redundancy and fragmentation. Specifically, I will discuss ongoing efforts within the bioimaging community to develop a canonical parser for OME-NGFF and OME-Zarr formats in Python, which will significantly enhance interoperability and facilitate the development of sustainable, maintainable software solutions. Similar efforts within Bioconductor have the potential to significantly broaden accessibility, foster community collaboration, and unlock powerful, integrative spatial omics analyses across diverse programming environments."
Thu 11:00-12:30,Short talk,Detection of differential spatial patterns in spatial omics data,"Peiying Cai,Mark Robinson,Simone Tiberi","Background  Spatially resolved transcriptomics (SRT) technologies measure gene expression while preserving spatial context. Several methods have been developed to identify spatially variable genes (SVGs), i.e., genes whose expression profiles vary across tissue. As multi-sample, multi-condition SRT datasets (e.g., healthy vs. diseased, different treatments, or time points) become more common, it can be of interest to identify differences between conditions, such as genes with different abundances or splicing patterns. However, current methods face several limitations: (i) lack of support for multiple samples and conditions; (ii) high computational demands; and, (iii) inability to test for spatial changes of gene expression patterns across groups.  Methodology  Here, we present an extension of our previous DESpace framework for identifying genes with differential spatial patterns (DSP) across conditions in multi-sample settings. The method inputs pre-computed spatial domains, i.e., regions of neighboring spots with similar expression profiles, usually identified by spatially resolved clustering tools. We then pseudo-bulk gene expression within each domain and sample, and use edgeR with spatial clusters and conditions as covariates. Intuitively, if the expression  is significantly associated with the interaction terms between spatial clusters and condition, the spatial gene expression structure varies between conditions, hence indicating DSP. Key strengths of our method include: (i) modeling of multiple samples across multiple conditions, reducing uncertainty from individual samples and identifying genes with DSP across experimental conditions; (ii) region-specific testing, allowing investigation of the mRNA abundance changes between conditions in areas of particular interest; and, (iii) computational efficiency and compatibility with diverse SRT platforms.  Benchmarking  We benchmarked our method against scran's findMarkers, Seurat's FindMarkers (with and without pseudo-bulk aggregation), and spatialLIBD, using semi-simulated datasets generated from two real SRT datasets, with four known spatial expression patterns. In simulations, our approach exhibits well-calibrated false discovery rates and higher true positive rates, while on real datasets, our framework identified more condition-associated genes than the competitors.  Availability  Our approach is available via Bioconductor: https://bioconductor.org/packages/DESpace.  A pre-print (in preparation) will also follow in the coming weeks."
Thu 11:00-12:30,Short talk,Differential spatial co-localisation analysis of multi-sample and multi-condition experiments with spatialFDA,"Martin Emons,Samuel Gunz,Fabian Scheipl,Mark Robinson","Spatial omics technologies are generating vast amounts of spatial data with often complex experimental designs and the need for tested tools to quantify spatial features from these datasets is becoming increasingly important. There are many standard tools to quantify different aspects of spatial data (e.g. cellular colocalisation). Most of these tools do not provide a way to compare multiple samples across conditions with statistical models. The existing approaches that allow for such a comparison across samples focus on comparing scalar metrics.   Our Bioconductor package, spatialFDA, takes a different approach by using spatial metrics that quantify so-called $r$-neighbourhoods with increasing radii $r$, thereby constructing the spatial metric as function of the radius $r$. Instead of compressing these functions into scalar values, spatialFDA compares the entire functions between conditions using generalised additive mixed models with functional responses. This estimation framework allows to account for the complex correlational structure of spatial omics datasets. The estimated coefficients of these models are themselves functions over the user-defined radius range. This allows for an interpretation of the scale of the differential co-localisation effect between conditions.   The methodology of spatialFDA was extended and improved to reflect the characteristics of spatial statistics functions. This entailed improved estimation of random errors, optimising the identifiability of the model and specifying suitable link functions. We show that spatialFDA can be used to find biologically-meaningful differential co-localisation of cell types in different biological examples. We have developed simulation scenarios to investigate the performance of spatialFDA in a controlled setting and compare it to competing methods."
Thu 11:00-12:30,Short talk,A standardized R/Bioconductor framework for integrative analysis of histopathological images with multi-omics data,"Ilaria Billato,Marcel Ramos,Lucio R. Queiroz,Mohamed Omar,Sean Davis,Luigi Marchionni,Hervé Pagès,Vincent James Carey,Levi Waldron,Chiara Romualdi,Davide Risso,Sehyun Oh","Histopathological images provide unparalleled insights into tissue architecture, cellular morphology, and tumor spatial organization. While these images are routinely used in cancer research and diagnosis, their computational analysis typically requires specialized software outside the R/Bioconductor ecosystem, the primary environment for other high-throughput omics analyses. This disconnection creates a significant barrier to integrative multi-model analyses. To address this challenge, we aim to develop standardized workflows for processing raw histopathological images and making extract features available in R, along with a comprehensive repository of pre-processed features from The Cancer Genome Atlas (TCGA) images.  We developed a comprehensive image analysis pipeline that includes color normalization, tissue segmentation, tiling, and feature extraction at the nuclei and region-of-interest (ROI) levels. The pipeline leverages state-of-the-art deep learning models, including HoVer-Net for nuclear segmentation and classification, and outputs standardized data structures compatible with R/Bioconductor's existing analytical frameworks. We validated this workflow by processing the complete collection of diagnostic H&E-stained whole slide images (WSIs) from TCGA.  We established a standardized histopathology image analysis pipeline and implemented it on 11,765 diagnostic images from 9,640 cases across 25 cancer types. Extracted nuclei-level features included location, shape, texture, and classification (e.g., benign, neoplastic, stromal and necrotic), while ROI-level features captured tissue organization, cellular composition, and spatial relationships. We further demonstrated the use case of multi-model integration across extracted image features, genomics, and transcriptomics data. Finally, to enhance the usability of this resource, we developed ImageTCGA, a Shiny application for interactive exploration, filtering, and visualization of the extracted features with the original images.  Our standardized workflow and feature repository bridge a critical gap between histopathological image analysis and multi-omics integration. By providing robust tools within the R/Bioconductor environment, along with pre-computed features from TCGA, we enable researchers to readily incorporate spatial and morphological insights into their analyses. ImageTCGA facilitates hypothesis generation and validation across diverse cancer types, potentially accelerating biomarker discovery and advancing our understanding of tumor-microenvironment interactions. Future work will focus on expanding the repository to include additional cancer image collections and developing new analytical methods for multi-modal data integration."
Thu 11:00-12:30,Short talk,Functional Signal Decomposition in Spatial Transcriptomic and Multi-Omic Data,"Maryna Chepeleva,Vladimir Despotovic,Petr V. Nazarov","Interpreting spatial multi-omics data in terms of biologically meaningful functional programs remains a key challenge in computational biology. We present recent developments and use cases for extracting such signals using our R package, consICA, which includes signal deconvolution method followed by functional annotation.  Originally developed for robust extraction of mixed signals from multi-omics data, consICA has now been extended to support spatial analysis. We applied consICA to the whole tissue slide in a spatial transcriptomics dataset. The resulting spatially resolved independent components revealed biologically interpretable gradients of transcriptional activity, including angiogenesis, immune response, and cell death programs. In parallel, we used ssGSEA on the same spatial matrices, treating spatial spots as samples. This enables local estimation of pathway activities at single-spot resolution, providing 2D tissue maps of metabolic and regulatory programs. In addition to spatial data, we demonstrate applications to multi-omics cancer datasets, including metabolome-proteome data from glioblastoma. This analysis uncovers coordinated functional signals across data modalities and supports the generation of interpretable biological hypotheses."
Thu 11:00-12:30,Short talk,barbieQ: An R software package for analysing barcode count data from clonal tracking experiments,"Liyang Fei,Jovana Maksimovic,Alicia Oshlack","In cancer and stem cell research, comparing the clonal composition of pools of cells before and after perturbations can reveal important features such as treatment-resistance or multipotent clones. New clonal tracking technologies now allow us to track progeny cells back to their original progenitor cell using unique DNA barcodes that are passed from each original cell to its offspring. The barcode count for each sample indicates the number of progeny cells derived from the original cell. However, there is a lack of bioinformatic tools for robust statistical analysis of barcode count data from bulk sequencing of DNA barcodes.   To address this, we introduce barbieQ, an Bioconductor R package designed for analysing barcode count data across groups of samples. barbieQ is built upon the widely used SummarizedExperiment data structure, making it interoperable with low-level processing tools. It provides novel functions for data cleaning, summarising, and visualising barcode count data, and implements two statistical tests:  1) Differential barcode proportion - identifies barcodes with significantly changing proportions in one condition compared to another. 2) Differential barcode occurrence - identifies barcodes more frequently seen in the samples of one condition compared to another.  barbieQ can handle complex experimental designs using regression models to test a factor of interest while taking into account other variables. Both tests maintain a type 1 error less than 5% under the null hypothesis. Notably, in analysis of a real world dataset of monkey blood stem cell differentiation, barbieQ accurately identified novel NK cell-specific clones whilst avoiding less specific barcodes, in contrast to the original analysis based on heuristic cutoffs and visualisations commonly used in the field. Overall, barbieQ is a powerful Bioconductor package with greater power to detect biologically meaningful changes compared to traditional methods. The package is available for download in the development version of Bioconductor using BiocManager::install(""barbieQ"")."
,,,,
,,,,
Thu 14:45-16:00,Workshop,OSTA: Orchestrating Spatial (Transcript-)Omics Analysis with Bioconductor,Yixing Dong & Ellis Patrick,"Spatial omics technologies have advanced rapidly over the past five years, spanning both sequencing-based and imaging-based platforms, with applications across diverse tissues such as the brain and cancer. However, despite these technological leaps, many current analysis pipelines have been adapted from single-cell RNA-seq workflows without sufficient tailoring to the unique spatial context. As a result, a comprehensive, statistically-informed framework for spatial transcriptomics analysis remains largely absent.  To address this gap, we have collaboratively developed an open-source online book that serves as the most comprehensive Bioconductor-based resource for spatial transcriptomics to date (https://lmweber.org/OSTA/). This book offers step-by-step tutorials built around publicly available datasets, covering a broad spectrum of spatial technologies and resolutions, from Visium, Visium HD, to Xenium and CosMx. We showcase workflows that incorporate spatial statistical methods for pattern detection, modeling spatial variability, and integrating multimodal data. Our resource also emphasizes reproducibility and interoperability between R and Python data classes and tools.  In this workshop, we will present newly developed workflow chapters that establish various avenues of spatial omics data analysis. We will also demonstrate complete pipelines—from raw data ingestion to spatial visualization and biological interpretation—designed to be both user-friendly and extensible to emerging technologies. By promoting open standards and cross-language compatibility, our work aims to equip the spatial omics community with reproducible, robust, and accessible analytical tools."
,Workshop,OSTA: Orchestrating Spatial (Transcript-)Omics Analysis with Bioconductor,"Yixing Dong,Peiying Cai,Vincent James Carey,Helena Lucia Crowell,Martin Emons,Artür Manukyan,Ellis Patrick,Mark Robinson","Spatial omics technologies have advanced rapidly over the past five years, spanning both sequencing-based and imaging-based platforms, with applications across diverse tissues such as the brain and cancer. However, despite these technological leaps, many current analysis pipelines have been adapted from single-cell RNA-seq workflows without sufficient tailoring to the unique spatial context. As a result, a comprehensive, statistically-informed framework for spatial transcriptomics analysis remains largely absent.  To address this gap, we have collaboratively developed an open-source online book that serves as the most comprehensive Bioconductor-based resource for spatial transcriptomics to date (https://lmweber.org/OSTA/). This book offers step-by-step tutorials built around publicly available datasets, covering a broad spectrum of spatial technologies and resolutions, from Visium, Visium HD, to Xenium and CosMx. We showcase workflows that incorporate spatial statistical methods for pattern detection, modeling spatial variability, and integrating multimodal data. Our resource also emphasizes reproducibility and interoperability between R and Python data classes and tools.  In this workshop, we will present newly developed workflow chapters that establish various avenues of spatial omics data analysis. We will also demonstrate complete pipelines—from raw data ingestion to spatial visualization and biological interpretation—designed to be both user-friendly and extensible to emerging technologies. By promoting open standards and cross-language compatibility, our work aims to equip the spatial omics community with reproducible, robust, and accessible analytical tools."
,Workshop,Making Space Count: Strategies for Analysing Spatial Omics Data,Ellis Patrick,"Recent advances in highly multiplexed cell imaging technologies—such as PhenoCycler, IMC and CosMx, Xenium—have fundamentally transformed our ability to study complex cellular relationships within tissues. While traditional immunohistochemistry protocols were limited to visualising cells based on just two or three surface proteins, these cutting-edge technologies enable profiling of dozens of proteins or thousands of RNA molecules in situ. This breakthrough enables precise classification of cell subtypes and offers an unprecedented view of cellular heterogeneity in tissue environments.  Extracting biological meaning from spatial omics data requires not just new methods, but a solid appreciation for when and where applying them will provide insight. Here we will introduce new functionality in our Bioconductor packages spicyR, Statial, and lisaClust, designed to help quantify how changes in cell interactions, spatial heterogeneity, and microenvironment composition are associated with disease. We frame this new functionality within our spatial playbook—a guide to selecting the right analytical strategy for different research questions and data types. Just as no single tactic works for every opponent in sport, no single method suits every spatial omics dataset. Our goal is to provide analysts with a practical guide for making informed, strategic choices in spatial analysis—making complex spatial omics data easier to interpret and more suitable for generating robust, reproducible conclusions."
Thu 14:45-16:00,Workshop,Orchestrating Microbiome Analysis with Bioconductor,"Tuomas Borman,Leo M Lahti","Because of the complex and high dimensional nature of microbiome data, machine learning and other computational approaches have become an instrumental part of the researcher’s toolkit in this rapidly evolving field. There is an increasing need to develop robust and reproducible methods that take into account current and future trends in microbiome research such as multi-omics, expanding datasets, and longitudinal study designs.  The previous solutions in microbiomics have fallen short in addressing these modern requirements, particularly in terms of scalability and data integration. To meet these challenges, the research community has extended the widely adopted SummarizedExperiment data container to TreeSummarizedExperiment, enabling support for microbiome-specific data structures such as hierarchical relationships. The framework is further enriched with mia (Microbiome Analysis) package family and packages by independent developers, providing methods for common data operations, visualization, and advanced analytical approaches.  This session will showcase the latest advances in microbiome data science within Bioconductor, focusing on the mia (Microbiome Analysis) framework through a practical case study. We will also present Orchestrating Microbiome Analysis with Bioconductor, a freely available online book designed to promote best practices and facilitate adoption of the ecosystem. Together, these resources form a foundation for reproducible, scalable, and transparent microbiome data science, and they continue to evolve through active community contributions."
Thu 14:45-16:00,Workshop,msqrob2: robust modelling workflow for mass spectrometry-based proteomics,"Christophe Vanderaa,Laurent Gatto,Lieven Clement","Mass spectrometry (MS) has become a method of choice for exploring the proteome landscape that drives cellular functions. While technological advancements have significantly increased the sensitivity of MS instruments, obtaining reliable statistical results from these data remains a challenging and often tedious task. Many researchers continue to rely on ad-hoc analysis workflows due to a lack of clear guidelines, which can lead to violations of key statistical assumptions. In this workshop, we will offer a hands-on introduction to the msqrob2 package that provides a set of rigorously validated and benchmarked statistical workflows for MS-based proteomics. These workflows are built on the QFeatures framework for data processing. We will begin by familiarising participants with the input data format and the QFeatures data structure. From there, we will walk through the minimal data processing steps required prior to statistical modelling, explaining when and why each step is necessary. Next, we’ll explore the sources of variation inherent in proteomics data, highlighting their hierarchical structure and demonstrating how linear mixed models can properly account for these complexities. The modelling process will be carried out using msqrob2, which offers additional advantages such as robust and stabilised parameter estimation. Finally, we will demonstrate how to translate biological questions into hypothesis tests and how to prioritise proteomic markers that change in response to a condition of interest. Depending on the progress of the group, we will also briefly explore the emerging field of single-cell proteomics, discussing the additional challenges posed by these data. This workshop is designed for proteomics researchers who want to learn how to analyse their data using reproducible and statistically sound workflows, as well as for omics data analysts interested in expanding their skill set to include proteomics."
Thu 14:45-16:00,Workshop,"Navigating the New Bioconductor Workshop Platform: demonstrating how to author, wrap, and deploy your workshops",Alexandru Mahmoud,"Since the adoption of Galaxy as the underlying platform for serving Bioconductor Workshops, the process for authoring, wrapping, and deploying workshops has evolved. The recent direct collaboration effort with the Galaxy Project further introduces new changes in the automation available to workshop authors, while also bringing better integration and new avenues of interoperating with Galaxy. This workshop by a Bioconductor Core Team member aims to 1) introduce users to the easiest path for authoring material, empowering more users to create Bioconductor Workshops, and 2) introduce users to new features available in the Galaxy platform, especially ways in which Bioconductor users can now benefit from data persistence as well as interoperability with thousands of tools and workflows available from Galaxy. This workshop does not require any prior knowledge, and aims to be useful to users, current workshop authors, and prospective new authors alike."
